2023-05-30 23:56:08,447 INFO    StreamThr :18412 [internal.py:wandb_internal():86] W&B internal server running at pid: 18412, started at: 2023-05-30 23:56:08.445125
2023-05-30 23:56:08,453 DEBUG   HandlerThread:18412 [handler.py:handle_request():144] handle_request: status
2023-05-30 23:56:08,459 INFO    WriterThread:18412 [datastore.py:open_for_write():85] open: E:\MLOPS\MLOPS\homework-wandb\wandb\run-20230530_235603-0sfs25ey\run-0sfs25ey.wandb
2023-05-30 23:56:08,463 DEBUG   SenderThread:18412 [sender.py:send():375] send: header
2023-05-30 23:56:08,463 DEBUG   SenderThread:18412 [sender.py:send():375] send: run
2023-05-30 23:56:09,044 INFO    SenderThread:18412 [dir_watcher.py:__init__():219] watching files in: E:\MLOPS\MLOPS\homework-wandb\wandb\run-20230530_235603-0sfs25ey\files
2023-05-30 23:56:09,048 DEBUG   HandlerThread:18412 [handler.py:handle_request():144] handle_request: check_version
2023-05-30 23:56:09,335 INFO    SenderThread:18412 [sender.py:_start_run_threads():1124] run started: 0sfs25ey with start time 1685480167.525076
2023-05-30 23:56:09,336 DEBUG   SenderThread:18412 [sender.py:send_request():402] send_request: summary_record
2023-05-30 23:56:09,339 INFO    SenderThread:18412 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-05-30 23:56:09,340 DEBUG   SenderThread:18412 [sender.py:send_request():402] send_request: check_version
2023-05-30 23:56:09,673 DEBUG   HandlerThread:18412 [handler.py:handle_request():144] handle_request: run_start
2023-05-30 23:56:09,689 DEBUG   HandlerThread:18412 [system_info.py:__init__():31] System info init
2023-05-30 23:56:09,689 DEBUG   HandlerThread:18412 [system_info.py:__init__():46] System info init done
2023-05-30 23:56:09,689 INFO    HandlerThread:18412 [system_monitor.py:start():181] Starting system monitor
2023-05-30 23:56:09,689 INFO    SystemMonitor:18412 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-05-30 23:56:09,690 INFO    HandlerThread:18412 [system_monitor.py:probe():201] Collecting system info
2023-05-30 23:56:09,697 DEBUG   HandlerThread:18412 [system_info.py:probe():195] Probing system
2023-05-30 23:56:09,697 INFO    SystemMonitor:18412 [interfaces.py:start():190] Started cpu monitoring
2023-05-30 23:56:09,698 INFO    SystemMonitor:18412 [interfaces.py:start():190] Started disk monitoring
2023-05-30 23:56:09,705 INFO    SystemMonitor:18412 [interfaces.py:start():190] Started memory monitoring
2023-05-30 23:56:09,723 INFO    SystemMonitor:18412 [interfaces.py:start():190] Started network monitoring
2023-05-30 23:56:09,724 DEBUG   HandlerThread:18412 [system_info.py:_probe_git():180] Probing git
2023-05-30 23:56:09,842 DEBUG   HandlerThread:18412 [system_info.py:_probe_git():188] Probing git done
2023-05-30 23:56:09,842 DEBUG   HandlerThread:18412 [system_info.py:probe():240] Probing system done
2023-05-30 23:56:09,842 DEBUG   HandlerThread:18412 [system_monitor.py:probe():210] {'os': 'Windows-10-10.0.19045-SP0', 'python': '3.11.0', 'heartbeatAt': '2023-05-30T20:56:09.697808', 'startedAt': '2023-05-30T20:56:03.575607', 'docker': None, 'cuda': None, 'args': None, 'state': 'running', 'program': 'homework-wandb/PreprocessData.ipynb', 'root': 'E:/MLOPS/MLOPS', 'git': {'remote': 'git@github.com:rehamessameltagoury/MLOPS.git', 'commit': 'f41e25123fdc41c86d0b3e1c701976073afce218'}, 'email': 'rehameltagoury@gmail.com', 'host': 'DESKTOP-UH4SQ5T', 'username': 'user', 'executable': 'C:\\Python311\\python.exe', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 1792.0, 'min': 0.0, 'max': 1992.0}, 'cpu_freq_per_core': [{'current': 1792.0, 'min': 0.0, 'max': 1992.0}], 'disk': {'total': 738.2812461853027, 'used': 63.3431282043457}, 'memory': {'total': 15.899612426757812}}
2023-05-30 23:56:09,843 INFO    HandlerThread:18412 [system_monitor.py:probe():211] Finished collecting system info
2023-05-30 23:56:09,843 INFO    HandlerThread:18412 [system_monitor.py:probe():214] Publishing system info
2023-05-30 23:56:09,843 DEBUG   HandlerThread:18412 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-05-30 23:56:09,843 DEBUG   HandlerThread:18412 [system_info.py:_save_pip():67] Saving pip packages done
2023-05-30 23:56:09,844 INFO    HandlerThread:18412 [system_monitor.py:probe():216] Finished publishing system info
2023-05-30 23:56:09,844 DEBUG   SenderThread:18412 [sender.py:send():375] send: files
2023-05-30 23:56:09,844 INFO    SenderThread:18412 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-05-30 23:56:09,867 DEBUG   HandlerThread:18412 [handler.py:handle_request():144] handle_request: stop_status
2023-05-30 23:56:09,867 DEBUG   SenderThread:18412 [sender.py:send_request():402] send_request: stop_status
2023-05-30 23:56:10,047 INFO    Thread-102:18412 [dir_watcher.py:_on_file_created():278] file/dir created: E:\MLOPS\MLOPS\homework-wandb\wandb\run-20230530_235603-0sfs25ey\files\requirements.txt
2023-05-30 23:56:10,048 INFO    Thread-102:18412 [dir_watcher.py:_on_file_created():278] file/dir created: E:\MLOPS\MLOPS\homework-wandb\wandb\run-20230530_235603-0sfs25ey\files\wandb-metadata.json
2023-05-30 23:56:10,048 INFO    Thread-102:18412 [dir_watcher.py:_on_file_created():278] file/dir created: E:\MLOPS\MLOPS\homework-wandb\wandb\run-20230530_235603-0sfs25ey\files\wandb-summary.json
2023-05-30 23:56:10,203 DEBUG   SenderThread:18412 [sender.py:send():375] send: telemetry
2023-05-30 23:56:10,564 INFO    wandb-upload_0:18412 [upload_job.py:push():137] Uploaded file C:\Users\user\AppData\Local\Temp\tmpkh43yrghwandb\8kjg0pp2-wandb-metadata.json
2023-05-30 23:56:10,771 DEBUG   SenderThread:18412 [sender.py:send():375] send: use_artifact
2023-05-30 23:56:12,069 INFO    Thread-102:18412 [dir_watcher.py:_on_file_created():278] file/dir created: E:\MLOPS\MLOPS\homework-wandb\wandb\run-20230530_235603-0sfs25ey\files\output.log
2023-05-30 23:56:13,543 DEBUG   HandlerThread:18412 [handler.py:handle_request():144] handle_request: status_report
2023-05-30 23:56:14,097 INFO    Thread-102:18412 [dir_watcher.py:_on_file_modified():295] file/dir modified: E:\MLOPS\MLOPS\homework-wandb\wandb\run-20230530_235603-0sfs25ey\files\output.log
2023-05-30 23:56:18,601 DEBUG   HandlerThread:18412 [handler.py:handle_request():144] handle_request: status_report
2023-05-30 23:56:23,651 DEBUG   HandlerThread:18412 [handler.py:handle_request():144] handle_request: status_report
2023-05-30 23:56:24,867 DEBUG   HandlerThread:18412 [handler.py:handle_request():144] handle_request: stop_status
2023-05-30 23:56:24,868 DEBUG   SenderThread:18412 [sender.py:send_request():402] send_request: stop_status
2023-05-30 23:56:27,703 DEBUG   HandlerThread:18412 [handler.py:handle_request():144] handle_request: partial_history
2023-05-30 23:56:27,704 DEBUG   SenderThread:18412 [sender.py:send():375] send: history
2023-05-30 23:56:27,704 DEBUG   SenderThread:18412 [sender.py:send_request():402] send_request: summary_record
2023-05-30 23:56:27,705 INFO    SenderThread:18412 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-05-30 23:56:28,219 INFO    Thread-102:18412 [dir_watcher.py:_on_file_modified():295] file/dir modified: E:\MLOPS\MLOPS\homework-wandb\wandb\run-20230530_235603-0sfs25ey\files\wandb-summary.json
2023-05-30 23:56:28,586 DEBUG   HandlerThread:18412 [handler.py:handle_request():144] handle_request: log_artifact
2023-05-30 23:56:28,586 DEBUG   SenderThread:18412 [sender.py:send_request():402] send_request: log_artifact
2023-05-30 23:56:28,589 DEBUG   HandlerThread:18412 [handler.py:handle_request():144] handle_request: pause
